id,label,attack_type,source_pcap,window_index,summary
119,malicious,dhcp_poison,05_dhcp_poisoning.pcap,15,"Time window #15: duration=10.0s, total_packets=17
Protocol mix: UDP=8, DNS=5, ICMP=5, ARP=2, DHCP=1
Top source IPs: 192.168.100.50 (kali_attacker)=6, 192.168.100.200 (internal_host)=6, 0.0.0.0=2, 62.106.94.7=1
Top dest IPs: 192.168.100.50 (kali_attacker)=7, 192.168.100.200 (internal_host)=5, 224.0.0.22=2, 62.106.94.7=1
ARP: requests=1, replies=1, distinct_announced_IPs=2
DNS queries: count=5, examples=['connectivity-check.ubuntu.com']
DHCP types: RELEASE=1
Behavioral indicators: none"
120,malicious,arp_spoof,03_arp_spoof.pcap,11,"Time window #11: duration=9.1s, total_packets=789
Protocol mix: ARP=778, UDP=10, DNS=4, ICMP=1
Top source IPs: 192.168.100.50 (kali_attacker)=7, 192.168.100.1 (gateway)=2, 192.168.100.51 (internal_host)=1, 62.106.94.7=1
Top dest IPs: 192.168.100.50 (kali_attacker)=4, 239.255.255.250=2, 192.168.100.1 (gateway)=2, 192.168.100.51 (internal_host)=1, 62.106.94.7=1
ARP: requests=757, replies=21, distinct_announced_IPs=3
DNS queries: count=2, examples=['1.100.168.192.in-addr.arpa']
Behavioral indicators: arp_conflict (IP 192.168.100.51 announced by MACs ['00:0c:29:7d:7f:9e', '00:0c:29:84:7f:8a']); high_arp_reply_rate (count=21)"
121,malicious,dns_spoof,04_dns_spoofing.pcap,9,"Time window #9: duration=9.5s, total_packets=30
Protocol mix: ARP=22, UDP=8, DNS=4
Top source IPs: 192.168.100.1 (gateway)=6, 192.168.100.50 (kali_attacker)=2
Top dest IPs: 239.255.255.250=4, 192.168.100.1 (gateway)=2, 192.168.100.50 (kali_attacker)=2
ARP: requests=1, replies=21, distinct_announced_IPs=3
DNS queries: count=2, examples=['1.100.168.192.in-addr.arpa']
Behavioral indicators: arp_conflict (IP 192.168.100.1 announced by MACs ['00:0c:29:be:56:14', '00:0c:29:84:7f:8a']); high_arp_reply_rate (count=21)"
122,normal,,02_normal.pcap,28,"Time window #28: duration=10.0s, total_packets=306
Protocol mix: TCP=213, UDP=91, DHCP=2, ARP=2
Top source IPs: 192.168.100.51 (internal_host)=143, 172.217.171.78=95, 192.178.24.35=8, 192.168.100.1 (gateway)=7, 169.150.215.115=7
Top dest IPs: 192.168.100.51 (internal_host)=156, 172.217.171.78=80, 192.178.24.35=10, 192.168.100.1 (gateway)=9, 169.150.215.115=6
TCP flags: ACK=208, PSH=73, FIN=9, SYN=6, RST=2
TCP distinct_dst_ports=43, top_ports=[(443, 68), (80, 30), (34742, 28), (34736, 12), (34746, 12), (53, 8), (36352, 7), (46258, 5), (45562, 2), (42368, 2)]
ARP: requests=1, replies=1, distinct_announced_IPs=2
DHCP types: REQUEST=1, ACK=1
Behavioral indicators: none"
123,malicious,arp_spoof,03_arp_spoof.pcap,5,"Time window #5: duration=10.0s, total_packets=1014
Protocol mix: ARP=999, UDP=13, DNS=4, ICMP=2
Top source IPs: 192.168.100.50 (kali_attacker)=10, 192.168.100.51 (internal_host)=2, 192.168.100.1 (gateway)=2, 62.106.94.7=1
Top dest IPs: 192.168.100.50 (kali_attacker)=5, 239.255.255.250=4, 192.168.100.51 (internal_host)=2, 192.168.100.1 (gateway)=2, 192.168.100.255 (internal_host)=1
ARP: requests=996, replies=3, distinct_announced_IPs=3
DNS queries: count=2, examples=['1.100.168.192.in-addr.arpa']
Behavioral indicators: none"
124,malicious,dhcp_poison,05_dhcp_poisoning.pcap,8,"Time window #8: duration=8.6s, total_packets=17
Protocol mix: ARP=9, UDP=5, ICMP=1, DNS=1, DHCP=1
Top source IPs: 192.168.100.200 (internal_host)=4, 0.0.0.0=2, 192.168.100.50 (kali_attacker)=1, 185.125.190.56=1
Top dest IPs: 185.125.190.56=2, 192.168.100.200 (internal_host)=2, 224.0.0.22=2, 224.0.0.251=1, 192.168.100.50 (kali_attacker)=1
ARP: requests=4, replies=5, distinct_announced_IPs=3
DNS queries: count=1, examples=['_ipps._tcp.local']
DHCP types: RELEASE=1
Behavioral indicators: arp_conflict (IP 192.168.100.1 announced by MACs ['00:0c:29:be:56:14', '00:50:56:c0:00:02'])"
125,normal,,02_normal.pcap,4,"Time window #4: duration=9.8s, total_packets=1444
Protocol mix: TCP=989, UDP=453, ARP=2
Top source IPs: 192.168.100.51 (internal_host)=684, 172.217.168.110=178, 151.101.1.91=99, 151.101.65.91=90, 54.192.35.54=79
Top dest IPs: 192.168.100.51 (internal_host)=755, 172.217.168.110=139, 151.101.1.91=89, 151.101.65.91=80, 54.192.35.54=79
TCP flags: ACK=967, PSH=467, SYN=34, FIN=28, RST=5
TCP distinct_dst_ports=36, top_ports=[(443, 400), (33888, 80), (37274, 79), (53, 78), (37668, 65), (59058, 49), (51290, 19), (33312, 18), (39078, 17), (51296, 16)]
ARP: requests=1, replies=1, distinct_announced_IPs=2
Behavioral indicators: none"
126,malicious,dhcp_poison,05_dhcp_poisoning.pcap,16,"Time window #16: duration=9.7s, total_packets=30
Protocol mix: UDP=19, DNS=9, DHCP=6, ARP=5, ICMP=1
Top source IPs: 192.168.100.200 (internal_host)=12, 192.168.100.1 (gateway)=5, 0.0.0.0=4, 192.168.100.50 (kali_attacker)=3
Top dest IPs: 224.0.0.251=9, 239.255.255.250=4, 224.0.0.22=4, 192.168.100.200 (internal_host)=3, 255.255.255.255=2
ARP: requests=4, replies=1, distinct_announced_IPs=3
DNS queries: count=6, examples=['d.b.f.8.4.1.8.a.1.9.8.6.f.3.f.d.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa', '_ipps._tcp.local']
DHCP types: OFFER=2, DISCOVER=1, REQUEST=1, ACK=1, RELEASE=1
DHCP OFFER servers: ['192.168.100.1']
Behavioral indicators: none"
127,malicious,port_scan_recon,00_recon_and_scan_extra.pcap,9,"Time window #9: duration=9.7s, total_packets=263
Protocol mix: UDP=252, DNS=21, ICMP=9, ARP=2
Top source IPs: 192.168.100.50 (kali_attacker)=252, 192.168.100.150 (internal_host)=9
Top dest IPs: 192.168.100.150 (internal_host)=251, 192.168.100.50 (kali_attacker)=9, 101.44.222.53=1
ARP: requests=1, replies=1, distinct_announced_IPs=2
DNS queries: count=14, examples=['version.bind', '_services._dns-sd._udp.local']
Behavioral indicators: none"
128,normal,,02_normal.pcap,16,"Time window #16: duration=9.8s, total_packets=3305
Protocol mix: UDP=2497, TCP=806, ARP=2
Top source IPs: 172.66.162.110=1756, 192.168.100.51 (internal_host)=672, 142.251.142.98=288, 213.159.5.171=245, 172.217.18.174=119
Top dest IPs: 192.168.100.51 (internal_host)=2628, 172.66.162.110=180, 213.159.5.171=132, 172.217.18.174=92, 142.251.142.98=77
TCP flags: ACK=788, PSH=408, SYN=26, FIN=9, RST=5
TCP distinct_dst_ports=54, top_ports=[(49258, 245), (443, 153), (444, 132), (80, 34), (53, 31), (35586, 29), (52012, 22), (42092, 16), (36352, 12), (36362, 12)]
ARP: requests=1, replies=1, distinct_announced_IPs=2
Behavioral indicators: none"
129,malicious,port_scan_recon,00_recon_and_scan_extra.pcap,4,"Time window #4: duration=10.0s, total_packets=2007
Protocol mix: TCP=2001, UDP=4, DNS=3, ARP=2
Top source IPs: 192.168.100.50 (kali_attacker)=1005, 192.168.100.150 (internal_host)=1000
Top dest IPs: 192.168.100.150 (internal_host)=1001, 192.168.100.50 (kali_attacker)=1000, 192.168.100.1 (gateway)=3, 62.106.94.7=1
TCP flags: SYN=1001, ACK=1000, RST=1000
TCP distinct_dst_ports=1001, top_ports=[(39870, 1000), (22, 2), (443, 1), (53, 1), (111, 1), (110, 1), (23, 1), (199, 1), (993, 1), (143, 1)]
ARP: requests=1, replies=1, distinct_announced_IPs=2
DNS queries: count=3, examples=['150.100.168.192.in-addr.arpa']
Behavioral indicators: port_scan_signature (distinct_dst_ports=1001, SYN=1001, RST=1000)"
130,normal,,02_normal.pcap,26,"Time window #26: duration=10.0s, total_packets=567
Protocol mix: TCP=487, UDP=56, ICMP=20, ARP=4
Top source IPs: 192.168.100.51 (internal_host)=274, 104.236.86.11=72, 192.178.24.8=64, 172.217.23.142=47, 208.113.158.104=42
Top dest IPs: 192.168.100.51 (internal_host)=289, 104.236.86.11=67, 192.178.24.8=56, 208.113.158.104=42, 172.217.23.142=40
TCP flags: ACK=473, PSH=199, SYN=20, FIN=18, RST=4
TCP distinct_dst_ports=44, top_ports=[(443, 199), (57858, 42), (53014, 39), (80, 30), (33976, 19), (39238, 18), (53, 13), (33956, 13), (33964, 12), (33984, 11)]
ARP: requests=2, replies=2, distinct_announced_IPs=2
Behavioral indicators: none"
131,malicious,dhcp_poison,05_dhcp_poisoning.pcap,18,"Time window #18: duration=9.3s, total_packets=25
Protocol mix: UDP=19, DNS=11, DHCP=6, ARP=2
Top source IPs: 192.168.100.150 (internal_host)=9, 192.168.100.200 (internal_host)=5, 0.0.0.0=4, 192.168.100.50 (kali_attacker)=2, 192.168.100.1 (gateway)=2
Top dest IPs: 224.0.0.251=11, 224.0.0.22=4, 192.168.100.50 (kali_attacker)=2, 255.255.255.255=2, 192.168.100.150 (internal_host)=2
ARP: requests=1, replies=1, distinct_announced_IPs=2
DNS queries: count=7, examples=['_ipps._tcp.local', 'd.b.f.8.4.1.8.a.1.9.8.6.f.3.f.d.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa']
DHCP types: OFFER=2, RELEASE=1, DISCOVER=1, REQUEST=1, ACK=1
DHCP OFFER servers: ['192.168.100.1']
Behavioral indicators: none"
132,normal,,02_normal.pcap,6,"Time window #6: duration=8.3s, total_packets=736
Protocol mix: TCP=614, UDP=122
Top source IPs: 192.168.100.51 (internal_host)=358, 185.15.58.224=171, 185.15.58.240=83, 142.251.208.110=53, 192.168.100.1 (gateway)=30
Top dest IPs: 192.168.100.51 (internal_host)=378, 185.15.58.224=159, 185.15.58.240=78, 142.251.208.110=49, 192.168.100.1 (gateway)=37
TCP flags: ACK=602, PSH=281, SYN=16, FIN=11, RST=6
TCP distinct_dst_ports=26, top_ports=[(443, 249), (36150, 127), (46272, 83), (53, 37), (45952, 24), (80, 16), (36162, 12), (36154, 12), (39466, 11), (45194, 10)]
Behavioral indicators: none"
133,malicious,dns_spoof,04_dns_spoofing.pcap,8,"Time window #8: duration=9.5s, total_packets=28
Protocol mix: ARP=22, UDP=6, DNS=4
Top source IPs: 192.168.100.50 (kali_attacker)=3, 192.168.100.1 (gateway)=2, 62.106.94.7=1
Top dest IPs: 192.168.100.50 (kali_attacker)=3, 192.168.100.1 (gateway)=2, 62.106.94.7=1
ARP: requests=1, replies=21, distinct_announced_IPs=3
DNS queries: count=2, examples=['1.100.168.192.in-addr.arpa']
Behavioral indicators: arp_conflict (IP 192.168.100.1 announced by MACs ['00:0c:29:be:56:14', '00:0c:29:84:7f:8a']); high_arp_reply_rate (count=21)"
134,malicious,arp_spoof,03_arp_spoof.pcap,10,"Time window #10: duration=10.0s, total_packets=1088
Protocol mix: ARP=1078, UDP=9, DNS=4, ICMP=1
Top source IPs: 192.168.100.50 (kali_attacker)=7, 192.168.100.1 (gateway)=2, 192.168.100.51 (internal_host)=1
Top dest IPs: 192.168.100.50 (kali_attacker)=3, 192.168.100.255 (internal_host)=2, 192.168.100.1 (gateway)=2, 239.255.255.250=2, 192.168.100.51 (internal_host)=1
ARP: requests=1058, replies=20, distinct_announced_IPs=3
DNS queries: count=2, examples=['1.100.168.192.in-addr.arpa']
Behavioral indicators: high_arp_reply_rate (count=20)"
135,normal,,02_normal.pcap,23,"Time window #23: duration=9.5s, total_packets=210
Protocol mix: TCP=190, ICMP=20
Top source IPs: 192.168.100.51 (internal_host)=103, 18.212.140.196=8, 169.150.215.115=6, 192.168.100.1 (gateway)=6, 172.66.156.205=6
Top dest IPs: 192.168.100.51 (internal_host)=107, 18.212.140.196=6, 192.168.100.1 (gateway)=6, 172.66.156.205=6, 104.18.38.233=5
TCP flags: ACK=189, PSH=59, FIN=10, RST=1
TCP distinct_dst_ports=61, top_ports=[(443, 61), (80, 32), (36378, 6), (52656, 4), (52646, 4), (33002, 4), (46272, 4), (35604, 2), (42112, 2), (44470, 2)]
Behavioral indicators: none"
136,malicious,arp_spoof,03_arp_spoof.pcap,15,"Time window #15: duration=10.0s, total_packets=810
Protocol mix: ARP=789, UDP=11, TCP=6, DNS=5, ICMP=3
Top source IPs: 192.168.100.50 (kali_attacker)=11, 192.168.100.51 (internal_host)=5, 192.168.100.1 (gateway)=4
Top dest IPs: 192.168.100.1 (gateway)=7, 239.255.255.250=4, 192.168.100.51 (internal_host)=4, 192.168.100.50 (kali_attacker)=3, 224.0.0.251=1
TCP flags: ACK=6, FIN=4
TCP distinct_dst_ports=2, top_ports=[(53, 4), (56318, 2)]
ARP: requests=767, replies=22, distinct_announced_IPs=3
DNS queries: count=3, examples=['_services._dns-sd._udp.local', '1.100.168.192.in-addr.arpa']
Behavioral indicators: arp_conflict (IP 192.168.100.1 announced by MACs ['00:0c:29:be:56:14', '00:0c:29:84:7f:8a']); arp_conflict (IP 192.168.100.51 announced by MACs ['00:0c:29:7d:7f:9e', '00:0c:29:84:7f:8a']); high_arp_reply_rate (count=22)"
137,malicious,port_scan_recon,01_recon_and_scan.pcap,3,"Time window #3: duration=9.4s, total_packets=416
Protocol mix: TCP=408, ARP=6, UDP=2, DNS=2
Top source IPs: 192.168.100.51 (internal_host)=203, 192.168.100.50 (kali_attacker)=202, 185.125.190.27=4, 192.168.100.1 (gateway)=1
Top dest IPs: 192.168.100.51 (internal_host)=205, 192.168.100.50 (kali_attacker)=201, 185.125.190.27=3, 192.168.100.1 (gateway)=1
TCP flags: ACK=207, SYN=201, RST=200, FIN=2, PSH=2
TCP distinct_dst_ports=203, top_ports=[(37058, 200), (48958, 4), (443, 3), (22, 2), (23, 1), (135, 1), (53, 1), (110, 1), (80, 1), (111, 1)]
ARP: requests=3, replies=3, distinct_announced_IPs=3
DNS queries: count=1, examples=['51.100.168.192.in-addr.arpa']
Behavioral indicators: port_scan_signature (distinct_dst_ports=203, SYN=201, RST=200)"
138,normal,,02_normal.pcap,43,"Time window #43: duration=5.9s, total_packets=25
Protocol mix: TCP=23, UDP=2
Top source IPs: 192.168.100.51 (internal_host)=12, 192.168.100.1 (gateway)=5, 91.189.91.98=4, 151.101.193.91=2, 192.168.100.50 (kali_attacker)=1
Top dest IPs: 192.168.100.51 (internal_host)=11, 192.168.100.1 (gateway)=6, 91.189.91.98=4, 151.101.193.91=2, 62.106.94.7=1
TCP flags: ACK=21, PSH=8, SYN=4, FIN=2
TCP distinct_dst_ports=6, top_ports=[(53, 6), (47262, 5), (80, 4), (52786, 4), (443, 2), (56474, 2)]
Behavioral indicators: none"
139,normal,,02_normal.pcap,20,"Time window #20: duration=9.6s, total_packets=233
Protocol mix: TCP=221, ICMP=8, ARP=4
Top source IPs: 192.168.100.51 (internal_host)=122, 23.11.40.157=7, 80.251.45.14=6, 172.66.156.205=6, 3.165.245.25=5
Top dest IPs: 192.168.100.51 (internal_host)=107, 23.11.40.157=10, 192.178.24.35=10, 104.18.38.233=8, 18.66.214.38=8
TCP flags: ACK=219, PSH=48, FIN=28, RST=2
TCP distinct_dst_ports=64, top_ports=[(443, 60), (80, 56), (47026, 5), (34206, 4), (57590, 4), (35394, 4), (60832, 4), (51650, 4), (40872, 4), (50898, 4)]
ARP: requests=2, replies=2, distinct_announced_IPs=2
Behavioral indicators: none"
